20
27
12
28
25
18
20
19
19
14
14
17
82
55
32
28
42
15
18
43
34
55
58
51
45
61
51
155
106
108
69
69
75
88
96
199
101
145
137
296
156
138
154
168
209
172
170
194
237
248
177
198
152
162
260
158
252
189
203
178
177
202
148
213
218
187
195
173
186
299
217
181
250
149
169
218
176
171
199
203
204
154
219
297
188
177
189
186
269
220
281
268
221
182
251
330
160
157
359
203
255
361
143
173
219
333
348
282
312
161
407
162
246
170
189
265
461
500
320
